year,state_name,reference_period_desc,freq_desc,unit_desc,sector_desc,class_desc,commodity_desc,short_desc,group_desc,statisticcat_desc,Value
2021,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"9,560,000"
2020,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"9,840,000"
2019,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"9,810,000"
2018,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"9,300,000"
2017,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"9,300,000"
2016,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"9,550,000"
2015,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"9,150,000"
2014,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"8,950,000"
2013,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"9,550,000"
2012,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"9,100,000"
2011,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"9,600,000"
2010,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"8,850,000"
2009,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"8,850,000"
2008,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"8,550,000"
2007,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"9,200,000"
2006,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,750,000"
2005,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"8,250,000"
2004,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,950,000"
2003,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,700,000"
2002,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,350,000"
2001,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,750,000"
2000,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"8,050,000"
1999,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"8,300,000"
1998,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"8,550,000"
1997,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"8,600,000"
1996,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"8,250,000"
1995,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,700,000"
1994,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"8,250,000"
1993,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,550,000"
1992,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,900,000"
1991,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,800,000"
1990,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,300,000"
1989,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,000,000"
1988,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,600,000"
1987,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,200,000"
1986,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,000,000"
1985,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,450,000"
1984,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,950,000"
1983,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"4,850,000"
1982,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,800,000"
1981,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,880,000"
1980,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,100,000"
1979,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,150,000"
1978,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,750,000"
1977,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,550,000"
1976,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,100,000"
1975,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"5,920,000"
1974,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"5,700,000"
1973,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"5,900,000"
1972,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"5,135,000"
1971,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"5,300,000"
1970,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"4,828,000"
1969,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"4,620,000"
1968,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"4,239,000"
1967,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"4,510,000"
1966,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"4,100,000"
1965,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"3,565,000"
1964,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"3,793,000"
1963,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"5,031,000"
1962,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"5,031,000"
1961,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"5,296,000"
1960,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,538,000"
1959,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,558,000"
1958,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"5,415,000"
1957,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"4,718,000"
1956,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"4,037,000"
1955,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"4,775,000"
1954,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,497,000"
1953,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,646,000"
1952,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,660,000"
1951,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,726,000"
1950,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,710,000"
1949,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,293,000"
1948,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,945,000"
1947,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,973,000"
1946,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,418,000"
1945,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"8,020,000"
1944,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"8,452,000"
1943,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,499,000"
1942,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,991,000"
1941,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,373,000"
1940,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"4,658,000"
1939,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"5,079,000"
1938,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,613,000"
1937,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"5,533,000"
1936,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"1,842,000"
1935,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,866,000"
1934,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"999,000"
1933,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"9,866,000"
1932,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"10,005,000"
1931,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"9,148,000"
1930,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"8,819,000"
1929,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"8,590,000"
1928,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,982,000"
1927,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"8,289,000"
1926,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"8,185,000"
1925,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"8,289,000"
1924,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,980,000"
1923,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,914,000"
1922,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,540,000"
1921,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,151,000"
1920,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,316,000"
1919,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,699,000"
1918,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,000,000"
1917,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"8,350,000"
1916,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,600,000"
1915,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,350,000"
1914,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,350,000"
1913,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,650,000"
1912,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,500,000"
1911,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,350,000"
1910,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,425,000"
1909,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,327,000"
1908,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,150,000"
1907,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,075,000"
1906,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,075,000"
1905,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,200,000"
1904,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,275,000"
1903,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,075,000"
1902,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,350,000"
1901,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,175,000"
1900,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,350,000"
1899,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,380,000"
1898,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,000,000"
1897,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,500,000"
1896,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,425,000"
1895,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,300,000"
1894,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,825,000"
1893,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,400,000"
1892,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"5,975,000"
1891,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,150,000"
1890,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"5,525,000"
1889,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"5,480,000"
1888,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"5,120,000"
1887,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"4,740,000"
1886,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"4,380,000"
1885,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"3,910,000"
1884,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"3,500,000"
1883,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"2,990,000"
1882,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"2,460,000"
1881,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"2,150,000"
1880,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"1,970,000"
1879,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"1,631,000"
1878,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"1,340,000"
1877,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"1,130,000"
1876,NEBRASKA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"780,000"
